"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"Keep Login Status","0","1033","0","","My ASP.Net Application",
"You login failed。Please try again.","0","2052","0","您的登录尝试不成功。请重试。","My ASP.Net Application",
"You login failed。Please try again.","0","1028","0","您的登錄嘗試不成功。請重試。","My ASP.Net Application",
"You login failed。Please try again.","0","1033","0","","My ASP.Net Application",
"Column1","0","2052","0","栏1","My ASP.Net Application",
"Column1","0","1028","0","欄1","My ASP.Net Application",
"Column1","0","1033","0","","My ASP.Net Application",
"TabItem2","0","2052","0","标签项2","My ASP.Net Application",
"TabItem2","0","1028","0","標簽項2","My ASP.Net Application",
"TabItem2","0","1033","0","","My ASP.Net Application",
"TabItem1","0","2052","0","标签项1","My ASP.Net Application",
"TabItem1","0","1028","0","標簽項1","My ASP.Net Application",
"TabItem1","0","1033","0","","My ASP.Net Application",
"Search>>","0","2052","0","查询>>","My ASP.Net Application",
"Search>>","0","1028","0","查詢>>","My ASP.Net Application",
"Search>>","0","1033","0","","My ASP.Net Application",
"Please input username and password.","0","2052","0","请输入用户名和密码。","My ASP.Net Application",
"Please input username and password.","0","1028","0","請輸入用戶名和密碼。","My ASP.Net Application",
"Please input username and password.","0","1033","0","","My ASP.Net Application",
"ASP.NET Site","0","2052","0","ASP.NET 网站","My ASP.Net Application",
"ASP.NET Site","0","1028","0","ASP.NET 網站","My ASP.Net Application",
"ASP.NET Site","0","1033","0","","My ASP.Net Application",
"RichTextBox","0","2052","0","富文本框","My ASP.Net Application",
"RichTextBox","0","1028","0","富文本框","My ASP.Net Application",
"RichTextBox","0","1033","0","","My ASP.Net Application",
"Remember me nexttime.","0","2052","0","下次记住我。","My ASP.Net Application",
"Remember me nexttime.","0","1028","0","下次記住我。","My ASP.Net Application",
"Remember me nexttime.","0","1033","0","","My ASP.Net Application",
"You can find","0","2052","0","您还可以找到","My ASP.Net Application",
"You can find","0","1028","0","您還可以找到","My ASP.Net Application",
"You can find","0","1033","0","","My ASP.Net Application",
"Scan","0","2052","0","扫描","My ASP.Net Application",
"Scan","0","1028","0","掃描","My ASP.Net Application",
"Scan","0","1033","0","","My ASP.Net Application",
"Customize columns...","0","2052","0","定制数据列...","My ASP.Net Application",
"Customize columns...","0","1028","0","定制數據列...","My ASP.Net Application",
"Customize columns...","0","1033","0","","My ASP.Net Application",
"Column2","0","2052","0","栏2","My ASP.Net Application",
"Column2","0","1028","0","欄2","My ASP.Net Application",
"Column2","0","1033","0","","My ASP.Net Application",
"Dump","0","2052","0","倾倒","My ASP.Net Application",
"Dump","0","1028","0","傾倒","My ASP.Net Application",
"Dump","0","1033","0","","My ASP.Net Application",
"MSDN ASP.NET document","0","2052","0","MSDN ASP.NET 文档","My ASP.Net Application",
"MSDN ASP.NET document","0","1028","0","MSDN ASP.NET 文檔","My ASP.Net Application",
"MSDN ASP.NET document","0","1033","0","","My ASP.Net Application",
"TextBox","0","2052","0","文本框","My ASP.Net Application",
"TextBox","0","1028","0","文本框","My ASP.Net Application",
"TextBox","0","1033","0","","My ASP.Net Application",
"Account information","0","2052","0","帐户信息","My ASP.Net Application",
"Account information","0","1028","0","帳戶信息","My ASP.Net Application",
"Account information","0","1033","0","","My ASP.Net Application",
"TextBlock","0","2052","0","文本块","My ASP.Net Application",
"TextBlock","0","1028","0","文本塊","My ASP.Net Application",
"TextBlock","0","1033","0","","My ASP.Net Application",
"If you want to known more information about ASP.Net,please access","0","2052","0","若要了解关于 ASP.NET 的详细信息，请访问","My ASP.Net Application",
"If you want to known more information about ASP.Net,please access","0","1028","0","若要了解關于 ASP.NET 的詳細信息，請訪問","My ASP.Net Application",
"If you want to known more information about ASP.Net,please access","0","1033","0","","My ASP.Net Application",
"Welcome use ASP.Net!","0","2052","0","欢迎使用 ASP.NET!","My ASP.Net Application",
"Welcome use ASP.Net!","0","1028","0","歡迎使用 ASP.NET!","My ASP.Net Application",
"Welcome use ASP.Net!","0","1033","0","","My ASP.Net Application",
"Welcome,","0","2052","0","欢迎您，","My ASP.Net Application",
"Welcome,","0","1028","0","歡迎您，","My ASP.Net Application",
"Welcome,","0","1033","0","","My ASP.Net Application",
"Must input ""Password"".","0","2052","0","必须填写“密码”。","My ASP.Net Application",
"Must input ""Password"".","0","1028","0","必須填寫“密碼”。","My ASP.Net Application",
"Must input ""Password"".","0","1033","0","","My ASP.Net Application",
"If you has not a account.","0","2052","0","如果您没有帐户。","My ASP.Net Application",
"If you has not a account.","0","1028","0","如果您沒有帳戶。","My ASP.Net Application",
"If you has not a account.","0","1033","0","","My ASP.Net Application",
"Must input ""UserName"".","0","2052","0","必须填写“用户名”。","My ASP.Net Application",
"Must input ""UserName"".","0","1028","0","必須填寫“用戶名”。","My ASP.Net Application",
"Must input ""UserName"".","0","1033","0","","My ASP.Net Application",
"GroupBox","0","2052","0","分组盒子","My ASP.Net Application",
"GroupBox","0","1028","0","分組盒子","My ASP.Net Application",
"GroupBox","0","1033","0","","My ASP.Net Application",
"ComboBoxItem","0","2052","0","组合框项","My ASP.Net Application",
"ComboBoxItem","0","1028","0","組合框項","My ASP.Net Application",
"ComboBoxItem","0","1033","0","","My ASP.Net Application",
"document about ASP.Net on MSDN","0","2052","0","MSDN 上有关 ASP.NET 的文档","My ASP.Net Application",
"document about ASP.Net on MSDN","0","1028","0","MSDN 上有關 ASP.NET 的文檔","My ASP.Net Application",
"document about ASP.Net on MSDN","0","1033","0","","My ASP.Net Application",
"Other","0","2052","0","其它","",
"Other","0","1028","0","其它","",
"Other","0","1033","0","","",
"TimeSet","1","2052","0","固定时间","Other",
"TimeSet","1","1028","0","固定時間","Other",
"TimeSet","1","1033","0","","Other",
"SaveSet","1","2052","0","保存设定","Other",
"SaveSet","1","1028","0","保存設定","Other",
"SaveSet","1","1033","0","","Other",
"MoldToExcel","1","2052","0","模具输出为Excel","Other",
"MoldToExcel","1","1028","0","模具輸出為Excel","Other",
"MoldToExcel","1","1033","0","","Other",
"SetUserPrivilige","1","2052","0","操作员权限设定","Other",
"SetUserPrivilige","1","1028","0","操作員權限設定","Other",
"SetUserPrivilige","1","1033","0","","Other",
"MoldToExcelSet","1","2052","0","模具输出为Excel设定","Other",
"MoldToExcelSet","1","1028","0","模具輸出為Excel設定","Other",
"MoldToExcelSet","1","1033","0","","Other",
"AutoSave","1","2052","0","自动保存","Other",
"AutoSave","1","1028","0","自動保存","Other",
"AutoSave","1","1033","0","","Other",
"TemperCollect","1","2052","0","温度采集","Other",
"TemperCollect","1","1028","0","溫度採集","Other",
"TemperCollect","1","1033","0","","Other",
"SavePath","1","2052","0","保存路径","Other",
"SavePath","1","1028","0","保存路徑","Other",
"SavePath","1","1033","0","","Other",
"ManualDeleteDataBase","1","2052","0","手动删除数据库","Other",
"ManualDeleteDataBase","1","1028","0","手動刪除數據庫","Other",
"ManualDeleteDataBase","1","1033","0","","Other",
"Modify","1","2052","0","修改","Other",
"Modify","1","1028","0","修改","Other",
"Modify","1","1033","0","","Other",
"Entries Collect","1","2052","0","模采集","Other",
"Entries Collect","1","1028","0","模採集","Other",
"Entries Collect","1","1033","0","","Other",
"Entries","1","2052","0","个","Other",
"Entries","1","1028","0","個","Other",
"Entries","1","1033","0","","Other",
"ShotSet","1","2052","0","固定开模数","Other",
"ShotSet","1","1028","0","固定開模數","Other",
"ShotSet","1","1033","0","","Other",
"MonitorCollect","1","2052","0","监测采集","Other",
"MonitorCollect","1","1028","0","監測採集","Other",
"MonitorCollect","1","1033","0","","Other",
"TmpAndMoniSet","1","2052","0","温度、监测资料设定","Other",
"TmpAndMoniSet","1","1028","0","溫度、監測資料設定","Other",
"TmpAndMoniSet","1","1033","0","TemperAndMonitorSet","Other",
"Save RightNow","1","2052","0","现在保存","Other",
"Save RightNow","1","1028","0","現在保存","Other",
"Save RightNow","1","1033","0","","Other",
"TemperAndMonitorSet","1","2052","0","温度、监测资料设定","Other",
"TemperAndMonitorSet","1","1028","0","溫度、監測資料設定","Other",
"TemperAndMonitorSet","1","1033","0","","Other",
"MonitorSet","1","2052","0","监测设定","Other",
"MonitorSet","1","1028","0","監測設定","Other",
"MonitorSet","1","1033","0","","Other",
"MonitorSave","1","2052","0","监测保存","Other",
"MonitorSave","1","1028","0","監測保存","Other",
"MonitorSave","1","1033","0","","Other",
"OtherSet","1","2052","0","其它设定","Other",
"OtherSet","1","1028","0","其它設定","Other",
"OtherSet","1","1033","0","","Other",
"TemperSet","1","2052","0","温度设定","Other",
"TemperSet","1","1028","0","溫度設定","Other",
"TemperSet","1","1033","0","","Other",
"Register Success!","1","2052","0","注册成功！","Other",
"Register Success!","1","1028","0","注冊成功！","Other",
"Register Success!","1","1033","0","","Other",
"Register Fault!!","1","2052","0","注册失败！","Other",
"Register Fault!!","1","1028","0","注冊失敗！","Other",
"Register Fault!!","1","1033","0","","Other",
"Select Directory","1","2052","0","选择路径","Other",
"Select Directory","1","1028","0","選擇路徑","Other",
"Select Directory","1","1033","0","","Other",
"Save When Change","1","2052","0","改变时保存","Other",
"Save When Change","1","1028","0","改變時保存","Other",
"Save When Change","1","1033","0","","Other",
"Second Collect","1","2052","0","秒采集","Other",
"Second Collect","1","1028","0","秒採集","Other",
"Second Collect","1","1033","0","","Other",
"TemperSave","1","2052","0","温度保存","Other",
"TemperSave","1","1028","0","溫度保存","Other",
"TemperSave","1","1033","0","SaveTemperature","Other",
"InjectCollect","1","2052","0","射出采集","Other",
"InjectCollect","1","1028","0","射出採集","Other",
"InjectCollect","1","1033","0","","Other",
"iNet Server1","1","2052","0","iNet服务器","Other",
"iNet Server1","1","1028","0","iNet服務器","Other",
"iNet Server1","1","1033","0","","Other",
"SaveType","1","2052","0","保存方式","Other",
"SaveType","1","1028","0","保存方式","Other",
"SaveType","1","1033","0","","Other",
"OutService","0","2052","0","外服系统","",
"OutService","0","1028","0","外服系统","",
"OutService","0","1033","0","","",
"NoticeManage","1","2052","0","信息管理","OutService",
"NoticeManage","1","1028","0","信息管理","OutService",
"NoticeManage","1","1033","0","","OutService",
"OutGoingReg","1","2052","0","用车申请","OutService",
"OutGoingReg","1","1028","0","用車申請","OutService",
"OutGoingReg","1","1033","0","","OutService",
"Peer Staff","1","2052","0","同行人员","OutGoingReg",
"Peer Staff","1","1028","0","同行人員","OutGoingReg",
"Peer Staff","1","1033","0","","OutGoingReg",
"Accept people","1","2052","0","受理人","OutGoingReg",
"Accept people","1","1028","0","受理人","OutGoingReg",
"Accept people","1","1033","0","","OutGoingReg",
"Vehicle Type","1","2052","0","交通工具","OutGoingReg",
"Vehicle Type","1","1028","0","交通工具","OutGoingReg",
"Vehicle Type","1","1033","0","","OutGoingReg",
"Actual Return Time","1","2052","0","实际返回时间","OutGoingReg",
"Actual Return Time","1","1028","0","實際返回時間","OutGoingReg",
"Actual Return Time","1","1033","0","","OutGoingReg",
"Application Type","1","2052","0","申请类型","OutGoingReg",
"Application Type","1","1028","0","申請類型","OutGoingReg",
"Application Type","1","1033","0","","OutGoingReg",
"Modified Vehicle Applications","1","2052","0","修改用车申请","OutGoingReg",
"Modified Vehicle Applications","1","1028","0","修改用車申請","OutGoingReg",
"Modified Vehicle Applications","1","1033","0","","OutGoingReg",
"Vehicle Number","1","2052","0","车牌号码","OutGoingReg",
"Vehicle Number","1","1028","0","車牌號碼","OutGoingReg",
"Vehicle Number","1","1033","0","","OutGoingReg",
"Vehicle Applications","1","2052","0","用车申请","OutGoingReg",
"Vehicle Applications","1","1028","0","用車申請","OutGoingReg",
"Vehicle Applications","1","1033","0","","OutGoingReg",
"Modify...","1","2052","0","修改...","OutGoingReg",
"Modify...","1","1028","0","修改...","OutGoingReg",
"Modify...","1","1033","0","","OutGoingReg",
"Trip Task","1","2052","0","出行任务","OutGoingReg",
"Trip Task","1","1028","0","出行任務","OutGoingReg",
"Trip Task","1","1033","0","","OutGoingReg",
"Other Vehicle Number","1","2052","0","其他车牌号码","OutGoingReg",
"Other Vehicle Number","1","1028","0","其他車牌號碼","OutGoingReg",
"Other Vehicle Number","1","1033","0","","OutGoingReg",
"Return","1","2052","0","返回","OutGoingReg",
"Return","1","1028","0","返回","OutGoingReg",
"Return","1","1033","0","","OutGoingReg",
"Driver","1","2052","0","驾驶员","OutGoingReg",
"Driver","1","1028","0","駕駛員","OutGoingReg",
"Driver","1","1033","0","","OutGoingReg",
"End KM","1","2052","0","结束公里数","OutGoingReg",
"End KM","1","1028","0","結束公里數","OutGoingReg",
"End KM","1","1033","0","","OutGoingReg",
"Service Number","1","2052","0","服务单号","OutGoingReg",
"Service Number","1","1028","0","服務單號","OutGoingReg",
"Service Number","1","1033","0","","OutGoingReg",
"Application...","1","2052","0","申请...","OutGoingReg",
"Application...","1","1028","0","申請...","OutGoingReg",
"Application...","1","1033","0","","OutGoingReg",
"Application Status","1","2052","0","申请状态","OutGoingReg",
"Application Status","1","1028","0","申請狀態","OutGoingReg",
"Application Status","1","1033","0","","OutGoingReg",
"Application Number","1","2052","0","申请单号","OutGoingReg",
"Application Number","1","1028","0","申請單號","OutGoingReg",
"Application Number","1","1033","0","","OutGoingReg",
"Expected Return Time","1","2052","0","预计返回时间","OutGoingReg",
"Expected Return Time","1","1028","0","預計返回時間","OutGoingReg",
"Expected Return Time","1","1033","0","","OutGoingReg",
"Applicant","1","2052","0","申请人","OutGoingReg",
"Applicant","1","1028","0","申請人","OutGoingReg",
"Applicant","1","1033","0","","OutGoingReg",
"Belongs Company","1","2052","0","属于公司","OutGoingReg",
"Belongs Company","1","1028","0","屬于公司","OutGoingReg",
"Belongs Company","1","1033","0","","OutGoingReg",
"Actual Departure Time","1","2052","0","实际出发时间","OutGoingReg",
"Actual Departure Time","1","1028","0","實際出發時間","OutGoingReg",
"Actual Departure Time","1","1033","0","","OutGoingReg",
"Destination","1","2052","0","出行地点","OutGoingReg",
"Destination","1","1028","0","出行地點","OutGoingReg",
"Destination","1","1033","0","","OutGoingReg",
"Is Free","1","2052","0","是否空闲","OutGoingReg",
"Is Free","1","1028","0","是否空閑","OutGoingReg",
"Is Free","1","1033","0","","OutGoingReg",
"The choice of the applicant, Available!","1","2052","0","选择申请人后,可用!","OutGoingReg",
"The choice of the applicant, Available!","1","1028","0","選擇申請人后,可用!","OutGoingReg",
"The choice of the applicant, Available!","1","1033","0","","OutGoingReg",
"Description: the interface is mainly used for vehicle application, car to view, modify the vehicle applications.","1","2052","0","说明:该界面主要用于用车的申请,用车查看,修改用车申请。","OutGoingReg",
"Description: the interface is mainly used for vehicle application, car to view, modify the vehicle applications.","1","1028","0","說明:該界面主要用于用車的申請,用車查看,修改用車申請。","OutGoingReg",
"Description: the interface is mainly used for vehicle application, car to view, modify the vehicle applications.","1","1033","0","","OutGoingReg",
"Start KM","1","2052","0","开始公里数","OutGoingReg",
"Start KM","1","1028","0","開始公里數","OutGoingReg",
"Start KM","1","1033","0","","OutGoingReg",
"Current Position","1","2052","0","当前位置","OutGoingReg",
"Current Position","1","1028","0","當前位置","OutGoingReg",
"Current Position","1","1033","0","","OutGoingReg",
"Configure","1","2052","0","配置","OutGoingReg",
"Configure","1","1028","0","配置","OutGoingReg",
"Configure","1","1033","0","","OutGoingReg",
"Departure","1","2052","0","出发","OutGoingReg",
"Departure","1","1028","0","出發","OutGoingReg",
"Departure","1","1033","0","","OutGoingReg",
"Expected Departure Time","1","2052","0","预计出发时间","OutGoingReg",
"Expected Departure Time","1","1028","0","預計出發時間","OutGoingReg",
"Expected Departure Time","1","1033","0","","OutGoingReg",
"ServiceDemands","1","2052","0","服务需求","OutService",
"ServiceDemands","1","1028","0","服務需求","OutService",
"ServiceDemands","1","1033","0","","OutService",
"Description: the increase in service demand mainly complete the service requirements, modify and delete.","1","2052","0","说明：服务需求主要完成服务需求的增加，修改和删除.","ServiceDemands",
"Description: the increase in service demand mainly complete the service requirements, modify and delete.","1","1028","0","說明：服務需求主要完成服務需求的增加，修改和刪除.","ServiceDemands",
"Description: the increase in service demand mainly complete the service requirements, modify and delete.","1","1033","0","","ServiceDemands",
"Turn Bill","1","2052","0","转单","ServiceDemands",
"Turn Bill","1","1028","0","轉單","ServiceDemands",
"Turn Bill","1","1033","0","","ServiceDemands",
"Automatically Bill","1","2052","0","是否自动派单","ServiceDemands",
"Automatically Bill","1","1028","0","是否自動派單","ServiceDemands",
"Automatically Bill","1","1033","0","","ServiceDemands",
"Demand time","1","2052","0","需求时间","ServiceDemands",
"Demand time","1","1028","0","需求時間","ServiceDemands",
"Demand time","1","1033","0","","ServiceDemands",
"Edit service demand","1","2052","0","编辑服务需求","ServiceDemands",
"Edit service demand","1","1028","0","編輯服務需求","ServiceDemands",
"Edit service demand","1","1033","0","","ServiceDemands",
"Please enter the service type!","1","2052","0","请输入服务类型！","ServiceDemands",
"Please enter the service type!","1","1028","0","請輸入服務類型！","ServiceDemands",
"Please enter the service type!","1","1033","0","","ServiceDemands",
"Mobile phone","1","2052","0","手机","ServiceDemands",
"Mobile phone","1","1028","0","手機","ServiceDemands",
"Mobile phone","1","1033","0","","ServiceDemands",
"Customer full name","1","2052","0","客户全称","ServiceDemands",
"Customer full name","1","1028","0","客戶全稱","ServiceDemands",
"Customer full name","1","1033","0","","ServiceDemands",
"Landline telephone","1","2052","0","座机电话","ServiceDemands",
"Landline telephone","1","1028","0","座機電話","ServiceDemands",
"Landline telephone","1","1033","0","","ServiceDemands",
"Please enter the contact!","1","2052","0","请输入联系人！","ServiceDemands",
"Please enter the contact!","1","1028","0","請輸入聯系人！","ServiceDemands",
"Please enter the contact!","1","1033","0","","ServiceDemands",
"Please enter the mobile phone number!","1","2052","0","请输入手机号！","ServiceDemands",
"Please enter the mobile phone number!","1","1028","0","請輸入手機號！","ServiceDemands",
"Please enter the mobile phone number!","1","1033","0","","ServiceDemands",
"Add service demand","1","2052","0","新增服务需求","ServiceDemands",
"Add service demand","1","1028","0","新增服務需求","ServiceDemands",
"Add service demand","1","1033","0","","ServiceDemands",
"Send Bill","1","2052","0","派单","ServiceDemands",
"Send Bill","1","1028","0","派單","ServiceDemands",
"Send Bill","1","1033","0","","ServiceDemands",
"Please enter a description of the fault!","1","2052","0","请输入故障描述！","ServiceDemands",
"Please enter a description of the fault!","1","1028","0","請輸入故障描述！","ServiceDemands",
"Please enter a description of the fault!","1","1033","0","","ServiceDemands",
"Firm","1","2052","0","厂商","ServiceDemands",
"Firm","1","1028","0","廠商","ServiceDemands",
"Firm","1","1033","0","","ServiceDemands",
"The default is the customer or manufacturer basic information.","1","2052","0","默认为客户或厂商基础资料内的信息。","ServiceDemands",
"The default is the customer or manufacturer basic information.","1","1028","0","默認為客戶或廠商基礎資料內的信息。","ServiceDemands",
"The default is the customer or manufacturer basic information.","1","1033","0","","ServiceDemands",
"ClientlistBelong","1","2052","0","客户归属","ServiceDemands",
"ClientlistBelong","1","1028","0","客戶歸屬","ServiceDemands",
"ClientlistBelong","1","1033","0","","ServiceDemands",
"Service type","1","2052","0","服务类型","ServiceDemands",
"Service type","1","1028","0","服務類型","ServiceDemands",
"Service type","1","1033","0","","ServiceDemands",
"Please enter customer belonging !","1","2052","0","请输入客户归属！","ServiceDemands",
"Please enter customer belonging !","1","1028","0","請輸入客戶歸屬！","ServiceDemands",
"Please enter customer belonging !","1","1033","0","","ServiceDemands",
"Are you sure to remove it ?","1","2052","0","您确定要删除它吗？","ServiceDemands",
"Are you sure to remove it ?","1","1028","0","您確定要刪除它嗎？","ServiceDemands",
"Are you sure to remove it ?","1","1033","0","","ServiceDemands",
"Please enter area!","1","2052","0","请输入区域！","ServiceDemands",
"Please enter area!","1","1028","0","請輸入區域！","ServiceDemands",
"Please enter area!","1","1033","0","","ServiceDemands",
"Area name","1","2052","0","地区名","ServiceDemands",
"Area name","1","1028","0","地區名","ServiceDemands",
"Area name","1","1033","0","","ServiceDemands",
"OrdersAccept","1","2052","0","派单受理","OutService",
"OrdersAccept","1","1028","0","派單受理","OutService",
"OrdersAccept","1","1033","0","","OutService",
"Please enter the reasons for rejection !","1","2052","0","请输入拒绝理由！","OrdersAccept",
"Please enter the reasons for rejection !","1","1028","0","請輸入拒絕理由！","OrdersAccept",
"Please enter the reasons for rejection !","1","1033","0","","OrdersAccept",
"the reasons for rejection","1","2052","0","拒绝理由","OrdersAccept",
"the reasons for rejection","1","1028","0","拒絕理由","OrdersAccept",
"the reasons for rejection","1","1033","0","","OrdersAccept",
"Description: mainly function is to accept and reject the Bills","1","2052","0","说明：主要完成派单的受理和拒绝","OrdersAccept",
"Description: mainly function is to accept and reject the Bills","1","1028","0","說明：主要完成派單的受理和拒絕","OrdersAccept",
"Description: mainly function is to accept and reject the Bills","1","1033","0","","OrdersAccept",
"Reject","1","2052","0","拒绝","OrdersAccept",
"Reject","1","1028","0","拒絕","OrdersAccept",
"Reject","1","1033","0","","OrdersAccept",
"Reject Acception","1","2052","0","拒绝受理","OrdersAccept",
"Reject Acception","1","1028","0","拒絕受理","OrdersAccept",
"Reject Acception","1","1033","0","","OrdersAccept",
"confirm","1","2052","0","确认提示","OrdersAccept",
"confirm","1","1028","0","確認提示","OrdersAccept",
"confirm","1","1033","0","","OrdersAccept",
"ApplyCar","1","2052","0","申请用车","OrdersAccept",
"ApplyCar","1","1028","0","申請用車","OrdersAccept",
"ApplyCar","1","1033","0","","OrdersAccept",
"Accept","1","2052","0","接受","OrdersAccept",
"Accept","1","1028","0","接受","OrdersAccept",
"Accept","1","1033","0","","OrdersAccept",
"Accept success,Whether need to apply car?","1","2052","0","受理成功，是否需要用车申请","OrdersAccept",
"Accept success,Whether need to apply car?","1","1028","0","受理成功，是否需要用車申請","OrdersAccept",
"Accept success,Whether need to apply car?","1","1033","0","","OrdersAccept",
"DirectorAppointBill","1","2052","0","主管派单","OutService",
"DirectorAppointBill","1","1028","0","主管派單","OutService",
"DirectorAppointBill","1","1033","0","","OutService",
"CustomerType","1","2052","0","客户类型","DirectorAppointBill",
"CustomerType","1","1028","0","客戶類型","DirectorAppointBill",
"CustomerType","1","1033","0","","DirectorAppointBill",
"DemandsRemark","1","2052","0","需求备注","DirectorAppointBill",
"DemandsRemark","1","1028","0","需求備注","DirectorAppointBill",
"DemandsRemark","1","1033","0","","DirectorAppointBill",
"CurrentType","1","2052","0","当前状态","DirectorAppointBill",
"CurrentType","1","1028","0","當前狀態","DirectorAppointBill",
"CurrentType","1","1033","0","","DirectorAppointBill",
"CreateTime","1","2052","0","创建时间","DirectorAppointBill",
"CreateTime","1","1028","0","創建時間","DirectorAppointBill",
"CreateTime","1","1033","0","","DirectorAppointBill",
"Description: mainly function is to assign,reassign and delete the ServicDemandsBill","1","2052","0","说明：主要完成服务需求单的派单、改派和删除功能","DirectorAppointBill",
"Description: mainly function is to assign,reassign and delete the ServicDemandsBill","1","1028","0","說明：主要完成服務需求單的派單、改派和刪除功能","DirectorAppointBill",
"Description: mainly function is to assign,reassign and delete the ServicDemandsBill","1","1033","0","","DirectorAppointBill",
"DrBillCode","1","2052","0","派单号","DirectorAppointBill",
"DrBillCode","1","1028","0","派單號","DirectorAppointBill",
"DrBillCode","1","1033","0","","DirectorAppointBill",
"SDBillCode","1","2052","0","需求单号","DirectorAppointBill",
"SDBillCode","1","1028","0","需求單號","DirectorAppointBill",
"SDBillCode","1","1033","0","","DirectorAppointBill",
"AssignName","1","2052","0","指派人员","DirectorAppointBill",
"AssignName","1","1028","0","指派人員","DirectorAppointBill",
"AssignName","1","1033","0","","DirectorAppointBill",
"ErrorDescription","1","2052","0","故障描述","DirectorAppointBill",
"ErrorDescription","1","1028","0","故障描述","DirectorAppointBill",
"ErrorDescription","1","1033","0","","DirectorAppointBill",
"EstimateEnd","1","2052","0","计划结束时间","DirectorAppointBill",
"EstimateEnd","1","1028","0","計劃結束時間","DirectorAppointBill",
"EstimateEnd","1","1033","0","","DirectorAppointBill",
"LastUpdateTime","1","2052","0","最后修改时间","DirectorAppointBill",
"LastUpdateTime","1","1028","0","最后修改時間","DirectorAppointBill",
"LastUpdateTime","1","1033","0","","DirectorAppointBill",
"EditAppoint","1","2052","0","改派","DirectorAppointBill",
"EditAppoint","1","1028","0","改派","DirectorAppointBill",
"EditAppoint","1","1033","0","","DirectorAppointBill",
"CreateName","1","2052","0","创建人","DirectorAppointBill",
"CreateName","1","1028","0","創建人","DirectorAppointBill",
"CreateName","1","1033","0","","DirectorAppointBill",
"Reason","1","2052","0","拒绝原因","DirectorAppointBill",
"Reason","1","1028","0","拒絕原因","DirectorAppointBill",
"Reason","1","1033","0","","DirectorAppointBill",
"SimpleName","1","2052","0","客户简称","DirectorAppointBill",
"SimpleName","1","1028","0","客戶簡稱","DirectorAppointBill",
"SimpleName","1","1033","0","","DirectorAppointBill",
"AppointRemark","1","2052","0","派单备注","DirectorAppointBill",
"AppointRemark","1","1028","0","派單備注","DirectorAppointBill",
"AppointRemark","1","1033","0","","DirectorAppointBill",
"NewAppoint","1","2052","0","派单","DirectorAppointBill",
"NewAppoint","1","1028","0","派單","DirectorAppointBill",
"NewAppoint","1","1033","0","","DirectorAppointBill",
"EstimateStart","1","2052","0","计划开始时间","DirectorAppointBill",
"EstimateStart","1","1028","0","計劃開始時間","DirectorAppointBill",
"EstimateStart","1","1033","0","","DirectorAppointBill",
"LastUpdateName","1","2052","0","最后修改人","DirectorAppointBill",
"LastUpdateName","1","1028","0","最后修改人","DirectorAppointBill",
"LastUpdateName","1","1033","0","","DirectorAppointBill",
"ServiceFee","1","2052","0","服务收费","OutService",
"ServiceFee","1","1028","0","服務收費","OutService",
"ServiceFee","1","1033","0","","OutService",
"PET","1","2052","0","","",
"PET","1","1028","0","","",
"PET","1","1033","0","PET","",
"PETSequence","1","2052","0","","PET",
"PETSequence","1","1028","0","","PET",
"PETSequence","1","1033","0","PETSequence","PET",
"CHR2ND","","2052","0","储料二","PETSequence",
"CHR2ND","","1028","0","儲料二","PETSequence",
"CHR2ND","","1033","0","","PETSequence",
"AIRBLAST","","2052","0","吹气","PETSequence",
"AIRBLAST","","1028","0","吹氣","PETSequence",
"AIRBLAST","","1033","0","","PETSequence",
"CHR1ST","","2052","0","储料一","PETSequence",
"CHR1ST","","1028","0","儲料一","PETSequence",
"CHR1ST","","1033","0","","PETSequence",
"OutPuts","1","2052","0","叠加点","PETSequence",
"OutPuts","1","1028","0","疊加點","PETSequence",
"OutPuts","1","1033","0","","PETSequence",
"HLD3RD","","2052","0","保压三","PETSequence",
"HLD3RD","","1028","0","保壓三","PETSequence",
"HLD3RD","","1033","0","","PETSequence",
"HLD4ND","","2052","0","保压四","PETSequence",
"HLD4ND","","1028","0","保壓四","PETSequence",
"HLD4ND","","1033","0","","PETSequence",
"HLD1ST","","2052","0","保压一","PETSequence",
"HLD1ST","","1028","0","保壓一","PETSequence",
"HLD1ST","","1033","0","","PETSequence",
"HLD2ND","","2052","0","保压二","PETSequence",
"HLD2ND","","1028","0","保壓二","PETSequence",
"HLD2ND","","1033","0","","PETSequence",
"SUCK","","2052","0","射退","PETSequence",
"SUCK","","1028","0","射退","PETSequence",
"SUCK","","1033","0","","PETSequence",
"SLU$BWD","","2052","0","闸板退","PETSequence",
"SLU$BWD","","1028","0","閘板退","PETSequence",
"SLU$BWD","","1033","0","","PETSequence",
"SLU$FWD","","2052","0","闸板进","PETSequence",
"SLU$FWD","","1028","0","閘板進","PETSequence",
"SLU$FWD","","1033","0","","PETSequence",
"COR$BWD","","2052","0","中子退","PETSequence",
"COR$BWD","","1028","0","中子退","PETSequence",
"COR$BWD","","1033","0","","PETSequence",
"COR$FWD","","2052","0","中子进","PETSequence",
"COR$FWD","","1028","0","中子進","PETSequence",
"COR$FWD","","1033","0","","PETSequence",
"MCSequence","1","2052","0","叠加点流程图","PETSequence",
"MCSequence","1","1028","0","疊加點流程圖","PETSequence",
"MCSequence","1","1033","0","MC Sequence","PETSequence",
